movieId,title,genres
2249,My Blue Heaven (1990),Comedy
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2295,"Impostors, The (1998)",Comedy
2296,"Night at the Roxbury, A (1998)",Comedy
2300,"Producers, The (1968)",Comedy
2302,My Cousin Vinny (1992),Comedy
2310,"Mighty, The (1998)",Drama
2312,Children of a Lesser God (1986),Drama
2313,"Elephant Man, The (1980)",Drama
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2329,American History X (1998),Crime|Drama
2334,"Siege, The (1998)",Action|Thriller
2335,"Waterboy, The (1998)",Comedy
2336,Elizabeth (1998),Drama
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2357,Central Station (Central do Brasil) (1998),Drama
2360,"Celebration, The (Festen) (1998)",Drama
2387,Very Bad Things (1998),Comedy|Crime
2390,Little Voice (1998),Comedy
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2394,"Prince of Egypt, The (1998)",Animation|Musical
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2410,Rocky III (1982),Action|Drama
2411,Rocky IV (1985),Action|Drama
2412,Rocky V (1990),Action|Drama
2420,"Karate Kid, The (1984)",Drama
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2424,You've Got Mail (1998),Comedy|Romance
2431,Patch Adams (1998),Comedy|Drama
2442,Hilary and Jackie (1998),Drama
2463,Ruthless People (1986),Comedy
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2470,Crocodile Dundee (1986),Adventure|Comedy
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
2491,Simply Irresistible (1999),Comedy|Romance
2494,"Last Days, The (1998)",Documentary
2502,Office Space (1999),Comedy|Crime
2505,8MM (1999),Drama|Mystery|Thriller
2506,"Other Sister, The (1999)",Comedy|Drama|Romance
2517,Christine (1983),Horror
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2550,"Haunting, The (1963)",Horror|Thriller
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2565,"King and I, The (1956)",Drama|Musical|Romance
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2572,10 Things I Hate About You (1999),Comedy|Romance
2579,Following (1998),Crime|Mystery|Thriller
2581,Never Been Kissed (1999),Comedy|Romance
2583,Cookie's Fortune (1999),Comedy|Drama
2598,Pushing Tin (1999),Comedy
2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2612,Mildred Pierce (1945),Drama|Film-Noir
2616,Dick Tracy (1990),Action|Crime
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2640,Superman (1978),Action|Adventure|Sci-Fi
2641,Superman II (1980),Action|Sci-Fi
2642,Superman III (1983),Action|Adventure|Sci-Fi
2648,Frankenstein (1931),Drama|Horror|Sci-Fi
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2677,Buena Vista Social Club (1999),Documentary|Musical
2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2693,Trekkies (1997),Documentary
2694,Big Daddy (1999),Comedy
2699,Arachnophobia (1990),Comedy|Horror
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2706,American Pie (1999),Comedy|Romance
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2719,"Haunting, The (1999)",Horror|Thriller
2723,Mystery Men (1999),Action|Comedy|Fantasy
2726,"Killing, The (1956)",Crime|Film-Noir
2728,Spartacus (1960),Action|Drama|Romance|War
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2745,"Mission, The (1986)",Drama
2750,Radio Days (1987),Comedy|Drama
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2787,Cat's Eye (1985),Horror
2791,Airplane! (1980),Comedy
2797,Big (1988),Comedy|Drama|Fantasy|Romance
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2804,"Christmas Story, A (1983)",Children|Comedy
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2871,Deliverance (1972),Adventure|Drama|Thriller
2872,Excalibur (1981),Adventure|Fantasy
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2915,Risky Business (1983),Comedy
2918,Ferris Bueller's Day Off (1986),Comedy
2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2927,Brief Encounter (1946),Drama|Romance
2935,"Lady Eve, The (1941)",Comedy|Romance
2937,"Palm Beach Story, The (1942)",Comedy
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance
2941,South Pacific (1958),Musical|Romance|War
2943,Indochine (1992),Drama|Romance
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2959,Fight Club (1999),Action|Crime|Drama|Thriller
2966,"Straight Story, The (1999)",Adventure|Drama
2967,"Bad Seed, The (1956)",Drama|Thriller
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3006,"Insider, The (1999)",Drama|Thriller
3007,American Movie (1999),Documentary
3011,"They Shoot Horses, Don't They? (1969)",Drama
3028,"Taming of the Shrew, The (1967)",Comedy
3030,Yojimbo (1961),Action|Adventure
3039,Trading Places (1983),Comedy
3040,Meatballs (1979),Comedy
3044,Dead Again (1991),Mystery|Romance|Thriller
3052,Dogma (1999),Adventure|Comedy|Fantasy
3060,"Commitments, The (1991)",Comedy|Drama|Musical
3071,Stand and Deliver (1988),Comedy|Drama
3072,Moonstruck (1987),Comedy|Romance
3077,42 Up (1998),Documentary
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
3087,Scrooged (1988),Comedy|Fantasy|Romance
3095,"Grapes of Wrath, The (1940)",Drama
3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
3098,"Natural, The (1984)",Drama
3101,Fatal Attraction (1987),Drama|Thriller
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
3111,Places in the Heart (1984),Drama
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3115,Flawless (1999),Drama
3125,"End of the Affair, The (1999)",Drama
3134,Grand Illusion (La grande illusion) (1937),Drama|War
3135,"Great Santini, The (1979)",Drama
3147,"Green Mile, The (1999)",Crime|Drama
3152,"Last Picture Show, The (1971)",Drama
3160,Magnolia (1999),Drama
3174,Man on the Moon (1999),Comedy|Drama
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3178,"Hurricane, The (1999)",Drama
3181,Titus (1999),Drama
3186,"Girl, Interrupted (1999)",Drama
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3211,"Cry in the Dark, A (1988)",Drama
3247,Sister Act (1992),Comedy|Crime
3250,Alive (1993),Drama
3258,Death Becomes Her (1992),Comedy|Fantasy
3259,Far and Away (1992),Adventure|Drama|Romance
3260,Howards End (1992),Drama
3263,White Men Can't Jump (1992),Comedy|Drama
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3281,"Brandon Teena Story, The (1998)",Documentary
3306,"Circus, The (1928)",Comedy
3307,City Lights (1931),Comedy|Drama|Romance
3310,"Kid, The (1921)",Comedy|Drama
3317,Wonder Boys (2000),Comedy|Drama
3330,Splendor in the Grass (1961),Drama|Romance
3341,Born Yesterday (1950),Comedy
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime
3385,Volunteers (1985),Comedy
3386,JFK (1991),Drama|Mystery|Thriller
3408,Erin Brockovich (2000),Drama
3420,...And Justice for All (1979),Drama|Thriller
3421,Animal House (1978),Comedy
3424,Do the Right Thing (1989),Drama
3429,Creature Comforts (1989),Animation|Comedy
3435,Double Indemnity (1944),Crime|Drama|Film-Noir
3447,"Good Earth, The (1937)",Drama
3451,Guess Who's Coming to Dinner (1967),Drama
3461,Lord of the Flies (1963),Adventure|Drama|Thriller
3462,Modern Times (1936),Comedy|Drama|Romance
3468,"Hustler, The (1961)",Drama
3469,Inherit the Wind (1960),Drama
3475,"Place in the Sun, A (1951)",Drama|Romance
3481,High Fidelity (2000),Comedy|Drama|Romance
3489,Hook (1991),Adventure|Comedy|Fantasy
3498,Midnight Express (1978),Drama
3499,Misery (1990),Drama|Horror|Thriller
3502,My Life (1993),Drama
3504,Network (1976),Comedy|Drama
3507,"Odd Couple, The (1968)",Comedy
3512,Return to Me (2000),Drama|Romance
3515,Me Myself I (2000),Comedy|Romance
3526,Parenthood (1989),Comedy|Drama
3527,Predator (1987),Action|Sci-Fi|Thriller
3528,"Prince of Tides, The (1991)",Drama|Romance
3536,Keeping the Faith (2000),Comedy|Drama|Romance
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
3548,Auntie Mame (1958),Comedy|Drama
3549,Guys and Dolls (1955),Comedy|Musical|Romance
3552,Caddyshack (1980),Comedy
3556,"Virgin Suicides, The (1999)",Drama|Romance
3559,Limelight (1952),Comedy|Drama|Romance
3566,"Big Kahuna, The (2000)",Comedy|Drama
3578,Gladiator (2000),Action|Adventure|Drama
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance
3671,Blazing Saddles (1974),Comedy|Western
3675,White Christmas (1954),Comedy|Musical|Romance
3676,Eraserhead (1977),Drama|Horror
3683,Blood Simple (1984),Crime|Drama|Film-Noir
3712,Soapdish (1991),Comedy
3723,Hamlet (1990),Drama
3724,Coming Home (1978),Drama|War
3730,"Conversation, The (1974)",Drama|Mystery
3735,Serpico (1973),Crime|Drama
3793,X-Men (2000),Action|Adventure|Sci-Fi
3801,Anatomy of a Murder (1959),Drama|Mystery
3811,Breaker Morant (1980),Drama|War
3816,"Official Story, The (La historia oficial) (1985)",Drama
3844,Steel Magnolias (1989),Drama
3849,The Spiral Staircase (1945),Horror|Mystery|Thriller
3859,"Eyes of Tammy Faye, The (2000)",Documentary
3877,Supergirl (1984),Action|Adventure|Fantasy
3897,Almost Famous (2000),Drama
3910,Dancer in the Dark (2000),Drama|Musical
3911,Best in Show (2000),Comedy
3932,"Invisible Man, The (1933)",Horror|Sci-Fi
3948,Meet the Parents (2000),Comedy
3949,Requiem for a Dream (2000),Drama
3951,Two Family House (2000),Drama
3967,Billy Elliot (2000),Drama
3983,You Can Count on Me (2000),Drama|Romance
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3994,Unbreakable (2000),Drama|Sci-Fi
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
4007,Wall Street (1987),Drama
4012,Punchline (1988),Comedy|Drama
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
4019,Finding Forrester (2000),Drama
4024,"House of Mirth, The (2000)",Romance
4025,Miss Congeniality (2000),Comedy|Crime
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4029,State and Main (2000),Comedy|Drama
4034,Traffic (2000),Crime|Drama|Thriller
4046,Friendly Persuasion (1956),Drama
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
4113,"Glass Menagerie, The (1987)",Drama
4117,Hope and Glory (1987),Drama
4138,My Demon Lover (1987),Comedy|Horror
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance
4164,"Caveman's Valentine, The (2001)",Drama
4166,Series 7: The Contenders (2001),Action|Drama
4171,Long Night's Journey Into Day (2000),Documentary
4174,Avalon (1990),Drama
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance
4189,"Greatest Story Ever Told, The (1965)",Drama
4190,Elmer Gantry (1960),Drama
4191,Alfie (1966),Comedy|Drama|Romance
4204,Losin' It (1983),Comedy
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
4211,Reversal of Fortune (1990),Drama
4214,Revenge of the Nerds (1984),Comedy
4218,River's Edge (1986),Crime|Drama
4221,Necessary Roughness (1991),Comedy
4223,Enemy at the Gates (2001),Drama|War
4226,Memento (2000),Mystery|Thriller
4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4259,"Luzhin Defence, The (2000)",Drama|Romance
4262,Scarface (1983),Action|Crime|Drama
4263,Days of Wine and Roses (1962),Drama
4292,Norma Rae (1979),Drama
4296,Love Story (1970),Drama|Romance
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama
4316,Ice Castles (1978),Drama
4326,Mississippi Burning (1988),Crime|Drama|Thriller
4333,Throw Momma from the Train (1987),Comedy|Crime
4343,Evolution (2001),Comedy|Sci-Fi
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
4359,"Seven Year Itch, The (1955)",Comedy
4361,Tootsie (1982),Comedy|Romance
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
4396,"Cannonball Run, The (1981)",Action|Comedy
4404,Faust (1926),Drama|Fantasy|Horror
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4447,Legally Blonde (2001),Comedy|Romance
4448,"Score, The (2001)",Action|Drama
4454,More (1998),Animation|Drama|Sci-Fi|IMAX
4465,"Accused, The (1988)",Drama
4476,Big Business (1988),Comedy
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy
4489,Coming to America (1988),Comedy|Romance
4495,Crossing Delancey (1988),Comedy|Romance
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi
4537,Running on Empty (1988),Drama
4545,Short Circuit (1986),Comedy|Sci-Fi
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller
4558,Twins (1988),Comedy
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama
4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama
4621,Look Who's Talking (1989),Comedy|Romance
4623,Major League (1989),Comedy
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4639,America's Sweethearts (2001),Comedy|Romance
4641,Ghost World (2001),Comedy|Drama
4677,Turner & Hooch (1989),Comedy|Crime
4678,UHF (1989),Comedy
4688,Black Robe (1991),Adventure|Drama
4708,Marat/Sade (1966),Drama|Musical
4725,Session 9 (2001),Horror|Thriller
4787,Little Man Tate (1991),Drama
4801,"Little Foxes, The (1941)",Drama
4808,"Vanishing, The (1993)",Mystery|Thriller
4809,Silkwood (1983),Drama
4812,SpaceCamp (1986),Adventure|Sci-Fi
4816,Zoolander (2001),Comedy
4823,Serendipity (2001),Comedy|Romance
4835,Coal Miner's Daughter (1980),Drama
4857,Fiddler on the Roof (1971),Drama|Musical
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4920,"Now, Voyager (1942)",Drama|Romance
4963,Ocean's Eleven (2001),Crime|Thriller
4969,And Then There Were None (1945),Crime|Mystery
4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4995,"Beautiful Mind, A (2001)",Drama|Romance
4998,"Defiant Ones, The (1958)",Adventure|Crime|Drama|Thriller
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller
5012,Yentl (1983),Drama|Musical|Romance
5015,Monster's Ball (2001),Drama|Romance
5034,"Truly, Madly, Deeply (1991)",Drama|Romance
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
5088,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama
5114,"Bad and the Beautiful, The (1952)",Drama
5120,Sleuth (1972),Comedy|Mystery|Thriller
5135,Monsoon Wedding (2001),Comedy|Romance
5139,"Bad News Bears, The (1976)",Comedy
5213,"Oh, God! Book II (1980)",Comedy
5224,Promises (2001),Documentary
5238,Return of the Secaucus 7 (1980),Drama
5254,Blade II (2002),Action|Horror|Thriller
5266,Panic Room (2002),Thriller
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
5294,Frailty (2001),Crime|Drama|Thriller
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War
5316,Enigma (2001),Romance|Thriller
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
5353,Butterflies Are Free (1972),Comedy|Drama
5377,About a Boy (2002),Comedy|Drama|Romance
5379,"Believer, The (2001)",Drama
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
5398,Requiem for a Heavyweight (1962),Drama
5404,84 Charing Cross Road (1987),Drama|Romance
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
5446,Rabbit-Proof Fence (2002),Adventure|Drama
5450,Lovely & Amazing (2001),Comedy|Drama|Romance
5451,Pumpkin (2002),Comedy|Drama|Romance
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
5464,Road to Perdition (2002),Crime|Drama
5470,The Importance of Being Earnest (1952),Comedy|Romance
5475,Z (1969),Drama|Mystery|Thriller
5483,"Kid Stays in the Picture, The (2002)",Documentary
5498,Red Beard (Akahige) (1965),Drama
5502,Signs (2002),Horror|Sci-Fi|Thriller
5505,"Good Girl, The (2002)",Comedy|Drama
5527,Possession (2002),Drama|Romance
5528,One Hour Photo (2002),Drama|Thriller
5548,Down and Out in Beverly Hills (1986),Comedy
5577,Igby Goes Down (2002),Comedy|Drama
5601,"Yearling, The (1946)",Children|Drama
5603,"Lavender Hill Mob, The (1951)",Comedy|Crime
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
5629,Jonah: A VeggieTales Movie (2002),Animation|Children|Musical
5630,Red Dragon (2002),Crime|Mystery|Thriller
5633,Heaven (2002),Drama
5644,"Pride of the Yankees, The (1942)",Drama
5669,Bowling for Columbine (2002),Documentary
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
5682,"Grey Zone, The (2001)",Drama
5685,Real Women Have Curves (2002),Comedy|Drama
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
5694,Staying Alive (1983),Comedy|Drama|Musical
5747,Gallipoli (1981),Drama|War
5791,Frida (2002),Drama|Romance
5792,Roger Dodger (2002),Comedy|Drama
5802,"World of Henry Orient, The (1964)",Comedy
5812,Far from Heaven (2002),Drama|Romance
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
5820,Standing in the Shadows of Motown (2002),Documentary|Musical
5875,Personal Velocity (2002),Drama
5876,"Quiet American, The (2002)",Drama|Thriller|War
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance
5899,Zulu (1964),Action|Drama|War
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
5954,25th Hour (2002),Crime|Drama
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
5989,Catch Me If You Can (2002),Crime|Drama
5991,Chicago (2002),Comedy|Crime|Drama|Musical
5994,Nicholas Nickleby (2002),Drama|Romance
5995,"Pianist, The (2002)",Drama|War
6002,Love Liza (2002),Drama
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6020,Alice Adams (1935),Comedy|Drama
6027,Dogfight (1991),Drama|Romance
6031,Imitation of Life (1959),Drama|Romance
6041,Amen. (2002),Drama
6058,Final Destination 2 (2003),Horror|Thriller
6063,May (2002),Drama|Horror
6090,Kiss Me Goodbye (1982),Comedy
6101,Missing (1982),Drama|Mystery|Thriller
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War
6156,Shanghai Knights (2003),Action|Adventure|Comedy
6157,Daredevil (2003),Action|Crime
6159,All the Real Girls (2003),Drama|Romance
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller
6170,"Black Stallion, The (1979)",Adventure|Children|Drama
6178,"Patch of Blue, A (1965)",Drama|Romance
6181,"Red Badge of Courage, The (1951)",Drama|War
6183,Pillow Talk (1959),Comedy|Musical|Romance
6188,Old School (2003),Comedy
6195,Stone Reader (2002),Documentary
6197,Spider (2002),Drama|Mystery
6201,Lady Jane (1986),Drama|Romance
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller
6232,Born Free (1966),Adventure|Children|Drama
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War
6238,Green Card (1990),Comedy|Drama|Romance
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller
6244,Salaam Bombay! (1988),Drama
6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance
6254,"Awful Truth, The (1937)",Comedy|Romance
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance
6269,Stevie (2002),Documentary
6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance
6281,Phone Booth (2002),Drama|Thriller
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama
6288,Better Luck Tomorrow (2002),Crime|Drama
6289,Ghosts of the Abyss (2003),Documentary|IMAX
6290,House of 1000 Corpses (2003),Horror
6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama
6296,"Mighty Wind, A (2003)",Comedy|Musical
6297,Holes (2003),Adventure|Children|Comedy|Mystery
6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary
6305,Fahrenheit 451 (1966),Drama|Sci-Fi
6308,Legal Eagles (1986),Comedy|Crime|Romance
6323,Identity (2003),Crime|Horror|Mystery|Thriller
6327,"Decade Under the Influence, A (2003)",Documentary
6331,Spellbound (2002),Documentary
